5,0,All News Today; ELODIS; KRONOS; Petrus Gerhard; 1998/03/20; Homeland Illumination; Tiskele River; Elodis; People of Kronos; Pondo Reese; Elodis Weekly Journal; Tiskele Bend,2.706069231033325,758,57
5,1,'94; GAStech International; Sten Sanjorge Jr; Tethys; 1961; Sten Sanjorge Sr; Hank Fluss; Sanjorge Sr; GAStech; Elodis; 6500,3.01133394241333,1044,50
5,2,Elodis; Reese; GAStech; Henk Bodrogi; Osvaldo hardware store,6.747687339782715,1249,21
5,0,All News Today; ELODIS; KRONOS; Petrus Gerhard; 1998/03/20; Homeland Illumination; Tiskele River; Elodis; People of Kronos; Pondo Reese; Elodis Weekly Journal; Tiskele Bend,2.8131744861602783,742,57
5,1,'94; GAStech International; Sten Sanjorge Jr; Tethys; 1961; GAStech; Sten Sanjorge Sr; Hank Fluss; Sanjorge Sr; Elodis; 6500,2.1102447509765625,731,50
5,2,Elodis; Reese; GAStech; Henk Bodrogi; Osvaldo hardware store,1.2795135974884033,657,21
5,0,All News Today; ELODIS; KRONOS; Petrus Gerhard; 1998/03/20; Homeland Illumination; Tiskele River; Elodis; People of Kronos; Pondo Reese; Elodis Weekly Journal; Tiskele Bend,2.737400531768799,742,57
5,1,'94; GAStech International; Sten Sanjorge Jr; Tethys; 1961; GAStech; Sten Sanjorge Sr; Hank Fluss; Sanjorge Sr; Elodis; 6500,1.9002199172973633,731,50
5,2,Elodis; Reese; GAStech; Henk Bodrogi; Osvaldo hardware store,1.1424531936645508,657,21
0,0,Kyrla Halford; University of Abila; Kronos; October 2005; Master of Humanities; Degree of Master of Arts in Humanities; One World Research Institute for Social Development; Center for Change Now; The Application and Validation of a Social Movement Model in Understanding the Evolution and State of One Grassroots Social Movement in Kronos: Protectors of Kronos; 2005; SW1138; Kyrla.halford@uabila.ac.kronos; Protectors of Kronos,4.019341945648193,713,103
0,1,Master’s Thesis; Paper SW1138; Esme Nesmith; Elian Karel; Protectors of Kronos; Elodis; Petrus Gerhard; Juliana Vann,1.967966079711914,705,38
0,2,1997; Elodis; Kronos; Tiskele River; Protectors of Kronos; Abila; 1834; floodplain farming,1.9204576015472412,690,31
0,3,1997; Elodis; Elodis Community Health Center; City Council; Kronos,3.1573374271392822,690,19
0,4,Initial Stage; Grassroots Effort; Council; Elodis; SMO; Protectors of Kronos SMO; Henk Bodrogi; Carmine Osvaldo; Ale L. Hanne; Jeroen Karel; Valentine Mies; Yanick Cato; Joreto Katell; Kronos; 1997,2.945101499557495,733,70
